K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
3,minkowski1,Sheppards_Work,Mutual_classifier,0.9521276595744681,0.9525886484649373,0.9521276595744681,0.9521154662515919,1.6160025596618652
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,1.6252007484436035
7,minkowski1,Sheppards_Work,Mutual_classifier,0.9893617021276596,0.9895833333333333,0.9893617021276596,0.9893604980192416,1.6275103092193604
1,minkowski1,Sheppards_Work,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,6.414357662200928
3,minkowski1,Sheppards_Work,Relief,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,6.3637473583221436
5,minkowski1,Sheppards_Work,Relief,0.75,0.750709340596981,0.75,0.7498230414224639,6.417795419692993
7,minkowski1,Sheppards_Work,Relief,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,6.3752055168151855
1,minkowski1,Sheppards_Work,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,1.6121797561645508
3,minkowski1,Sheppards_Work,ANOVA,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,1.6271753311157227
5,minkowski1,Sheppards_Work,ANOVA,0.75,0.750709340596981,0.75,0.7498230414224639,1.6040098667144775
7,minkowski1,Sheppards_Work,ANOVA,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,1.6163535118103027
1,minkowski2,Majority_class,Mutual_classifier,0.9574468085106383,0.9582766439909296,0.9574468085106383,0.9574275362318841,2.772946834564209
3,minkowski2,Majority_class,Mutual_classifier,0.9627659574468085,0.9640789921688798,0.9627659574468085,0.9627396019139839,2.8541650772094727
5,minkowski2,Majority_class,Mutual_classifier,0.9627659574468085,0.9632377931347003,0.9627659574468085,0.9627564737512382,2.756627082824707
7,minkowski2,Majority_class,Mutual_classifier,0.9893617021276596,0.9895833333333333,0.9893617021276596,0.9893604980192416,2.758974313735962
1,minkowski2,Majority_class,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,7.5049848556518555
3,minkowski2,Majority_class,Relief,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,7.465628623962402
5,minkowski2,Majority_class,Relief,0.75,0.750709340596981,0.75,0.7498230414224639,7.508984088897705
7,minkowski2,Majority_class,Relief,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,7.552211284637451
1,minkowski2,Majority_class,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,2.726292848587036
3,minkowski2,Majority_class,ANOVA,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,2.750437021255493
5,minkowski2,Majority_class,ANOVA,0.75,0.750709340596981,0.75,0.7498230414224639,2.7855660915374756
7,minkowski2,Majority_class,ANOVA,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,2.731722354888916
1,minkowski2,Inverse_Distance_Weights,Mutual_classifier,0.9627659574468085,0.9632377931347003,0.9627659574468085,0.9627564737512382,2.7324447631835938
3,minkowski2,Inverse_Distance_Weights,Mutual_classifier,0.9627659574468085,0.9632377931347003,0.9627659574468085,0.9627564737512382,2.7322397232055664
5,minkowski2,Inverse_Distance_Weights,Mutual_classifier,0.9627659574468085,0.9628183361629881,0.9627659574468085,0.9627649039413746,2.746999979019165
7,minkowski2,Inverse_Distance_Weights,Mutual_classifier,0.973404255319149,0.9747474747474748,0.973404255319149,0.9733854299385599,2.7413458824157715
1,minkowski2,Inverse_Distance_Weights,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,7.512782096862793
3,minkowski2,Inverse_Distance_Weights,Relief,0.7340425531914894,0.8165952235150031,0.7340425531914894,0.715496368038741,7.477439641952515
5,minkowski2,Inverse_Distance_Weights,Relief,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,7.453551530838013
7,minkowski2,Inverse_Distance_Weights,Relief,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,7.447123289108276
1,minkowski2,Inverse_Distance_Weights,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,2.703166961669922
3,minkowski2,Inverse_Distance_Weights,ANOVA,0.7340425531914894,0.8165952235150031,0.7340425531914894,0.715496368038741,2.717270612716675
5,minkowski2,Inverse_Distance_Weights,ANOVA,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,2.7136337757110596
7,minkowski2,Inverse_Distance_Weights,ANOVA,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,2.7328953742980957
1,minkowski2,Sheppards_Work,Mutual_classifier,0.973404255319149,0.9747474747474748,0.973404255319149,0.9733854299385599,2.7802224159240723
3,minkowski2,Sheppards_Work,Mutual_classifier,0.9680851063829787,0.968934240362812,0.9680851063829787,0.9680706521739131,2.7425339221954346
5,minkowski2,Sheppards_Work,Mutual_classifier,0.9680851063829787,0.9682971014492754,0.9680851063829787,0.9680814940577249,2.7904820442199707
7,minkowski2,Sheppards_Work,Mutual_classifier,0.9627659574468085,0.9628183361629881,0.9627659574468085,0.9627649039413746,2.7576193809509277
1,minkowski2,Sheppards_Work,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,7.45239782333374
3,minkowski2,Sheppards_Work,Relief,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,7.434917211532593
5,minkowski2,Sheppards_Work,Relief,0.75,0.750709340596981,0.75,0.7498230414224639,7.935666084289551
7,minkowski2,Sheppards_Work,Relief,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,7.464007139205933
1,minkowski2,Sheppards_Work,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,2.720587968826294
3,minkowski2,Sheppards_Work,ANOVA,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,2.712839365005493
5,minkowski2,Sheppards_Work,ANOVA,0.75,0.750709340596981,0.75,0.7498230414224639,2.702801465988159
7,minkowski2,Sheppards_Work,ANOVA,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,2.706240653991699
1,HEOM,Majority_class,Mutual_classifier,0.9574468085106383,0.9582766439909296,0.9574468085106383,0.9574275362318841,1.2852153778076172
3,HEOM,Majority_class,Mutual_classifier,0.9627659574468085,0.9640789921688798,0.9627659574468085,0.9627396019139839,1.3220856189727783
5,HEOM,Majority_class,Mutual_classifier,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,1.3005731105804443
7,HEOM,Majority_class,Mutual_classifier,0.9893617021276596,0.9895833333333333,0.9893617021276596,0.9893604980192416,1.3296434879302979
1,HEOM,Majority_class,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,5.717668056488037
3,HEOM,Majority_class,Relief,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,5.668712854385376
5,HEOM,Majority_class,Relief,0.75,0.750709340596981,0.75,0.7498230414224639,5.639961242675781
7,HEOM,Majority_class,Relief,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,5.605871915817261
1,HEOM,Majority_class,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,0.905336856842041
3,HEOM,Majority_class,ANOVA,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,0.9040076732635498
5,HEOM,Majority_class,ANOVA,0.75,0.750709340596981,0.75,0.7498230414224639,0.9042830467224121
7,HEOM,Majority_class,ANOVA,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,0.9052033424377441
1,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9574468085106383,0.9582766439909296,0.9574468085106383,0.9574275362318841,1.274001121520996
3,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.973404255319149,0.9747474747474748,0.973404255319149,0.9733854299385599,1.283045768737793
5,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,1.2852373123168945
7,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9840425531914894,0.9845360824742269,0.9840425531914894,0.9840384887505308,1.284637212753296
1,HEOM,Inverse_Distance_Weights,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,5.627439260482788
3,HEOM,Inverse_Distance_Weights,Relief,0.7340425531914894,0.8165952235150031,0.7340425531914894,0.715496368038741,5.619420528411865
5,HEOM,Inverse_Distance_Weights,Relief,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,5.619747638702393
7,HEOM,Inverse_Distance_Weights,Relief,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,5.607454299926758
1,HEOM,Inverse_Distance_Weights,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,0.9097857475280762
3,HEOM,Inverse_Distance_Weights,ANOVA,0.7340425531914894,0.8165952235150031,0.7340425531914894,0.715496368038741,0.9132297039031982
5,HEOM,Inverse_Distance_Weights,ANOVA,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,0.9082083702087402
7,HEOM,Inverse_Distance_Weights,ANOVA,0.6595744680851063,0.7974683544303798,0.6595744680851063,0.6149513568868408,0.9095664024353027
1,HEOM,Sheppards_Work,Mutual_classifier,0.9521276595744681,0.9534105095902848,0.9521276595744681,0.9520937738894079,1.2804069519042969
3,HEOM,Sheppards_Work,Mutual_classifier,0.9680851063829787,0.968934240362812,0.9680851063829787,0.9680706521739131,1.279679536819458
5,HEOM,Sheppards_Work,Mutual_classifier,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,1.293816089630127
7,HEOM,Sheppards_Work,Mutual_classifier,0.9893617021276596,0.9895833333333333,0.9893617021276596,0.9893604980192416,1.2923338413238525
1,HEOM,Sheppards_Work,Relief,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,5.670544862747192
3,HEOM,Sheppards_Work,Relief,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,5.717041730880737
5,HEOM,Sheppards_Work,Relief,0.75,0.750709340596981,0.75,0.7498230414224639,5.609838962554932
7,HEOM,Sheppards_Work,Relief,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,5.613503456115723
1,HEOM,Sheppards_Work,ANOVA,0.7074468085106383,0.7074702886247878,0.7074468085106383,0.7074385309679427,0.948340892791748
3,HEOM,Sheppards_Work,ANOVA,0.7606382978723404,0.7657205492096457,0.7606382978723404,0.7594882729211088,1.0058183670043945
5,HEOM,Sheppards_Work,ANOVA,0.75,0.750709340596981,0.75,0.7498230414224639,1.1014044284820557
7,HEOM,Sheppards_Work,ANOVA,0.7180851063829787,0.7193012404688743,0.7180851063829787,0.7176937243235586,1.050572156906128
